From	To
O95716	RAB3D
Q5JT25	RAB41
Q96QF0	RAB3IP
Q8N4Z0	RAB42
Q86YS6	RAB43
P20338	RAB4A
P61018	RAB4B
Q7Z6P3	RAB44
P20339	RAB5A
P61020	RAB5B
P51148	RAB5C
P20340	RAB6A
Q9NRW1	RAB6B
Q9H0N0	RAB6C
Q53S08	RAB6D
Q96AH8	RAB7B
O14966	RAB29
P61006	RAB8A
Q92930	RAB8B
Q9NP90	RAB9B
Q15276	RABEP1
Q9H5N1	RABEP2
Q7Z6M1	RABEPK
Q5HYI8	RABL3
Q3YEC7	RABL6
Q9UJ41	RABGEF1
P15153	RAC2
O75943	RAD17
Q9NS91	RAD18
O60216	RAD21
Q92878	RAD50
P43351	RAD52
Q92698	RAD54L
Q99638	RAD9A
Q6WBX8	RAD9B
O75110	ATP9A
O43861	ATP9B
P35241	RDX
Q96JH8	RADIL
Q6NSI4	RADX
P55042	RRAD
Q8TD07	RAET1E
P78406	RAE1
P26374	CHML
P24386	CHM
P04049	RAF1
P15918	RAG1
P55895	RAG2
Q15109	AGER
P46060	RANGAP1
Q9P0K7	RAI14
Q9Y5P3	RAI2
Q8NFJ5	GPRC5A
A6NC62	RBAKDN
Q7Z5J4	RAI1
P11233	RALA
Q5U651	RASIP1
P11234	RALB
Q86SE5	RALYL
Q9UKM9	RALY
Q9BTL3	RAMAC
O60894	RAMP1
O60895	RAMP2
O60896	RAMP3
Q9H6Z4	RANBP3
P62834	RAP1A
P61224	RAP1B
P61225	RAP2B
Q9Y3L5	RAP2C
P10114	RAP2A
Q70E73	RAPH1
P10276	RARA
P10826	RARB
P13631	RARG
Q99969	RARRES2
C9J798	RASA4B
P20936	RASA1
Q15283	RASA2
Q9Y272	RASD1
Q14644	RASA3
Q7Z444	ERAS
Q8IZ41	RASEF
Q9NS23	RASSF1
P50749	RASSF2
Q86WH2	RASSF3
Q9H2L5	RASSF4
Q8WWW0	RASSF5
Q6ZTQ3	RASSF6
Q02833	RASSF7
Q8NHQ8	RASSF8
O75901	RASSF9
A6NK89	RASSF10
P01116	KRAS
O95294	RASAL1
O43374	RASA4
Q9NYN1	RASL12
Q86YV0	RASAL3
O14807	MRAS
P01111	NRAS
Q8IY67	RAVER1
Q9HCJ3	RAVER2
Q96IS3	RAX2
Q15907	RAB11B
Q8IXT5	RBM12B
Q8NDT2	RBM15B
Q9UL26	RAB22A
P51159	RAB27A
O00194	RAB27B
Q14088	RAB33A
Q9H082	RAB33B
Q14964	RAB39A
Q96DA2	RAB39B
Q15042	RAB3GAP1
Q8WXH6	RAB40A
Q12829	RAB40B
P0C0E4	RAB40AL
Q96S21	RAB40C
Q8IUD2	ERC1
Q8NC74	RBBP8NL
Q9P1G2	RBM12B-AS1
Q9NYW8	RBAK
Q15291	RBBP5
Q16576	RBBP7
Q7Z6E9	RBBP6
Q8TDY2	RB1CC1
Q8N0V3	RBFA
B7ZAP0	RABGAP1L
Q5R372	RABGAP1L
Q9Y3P9	RABGAP1
Q8N0T1	RBIS
Q9H2M9	RAB3GAP2
P28749	RBL1
Q9UBK7	RABL2A
Q9UNT1	RABL2B
Q08999	RBL2
P57052	RBM11
P98175	RBM10
Q9NTZ6	RBM12
Q96PK6	RBM14
Q96T37	RBM15
Q9Y4C8	RBM19
Q96H35	RBM18
Q9NW64	RBM22
Q5T481	RBM20
Q86U06	RBM23
Q9BX46	RBM24
P49756	RBM25
Q5T8P6	RBM26
Q9P2N5	RBM27
Q9NW13	RBM28
P42696	RBM34
Q96EV2	RBM33
Q9H0Z9	RBM38
Q14498	RBM39
P98179	RBM3
Q96IZ5	RBM41
Q9BTD8	RBM42
Q6ZSC3	RBM43
Q8IUH3	RBM45
Q6ZP01	RBM44
Q8TBY0	RBM46
A0AV96	RBM47
Q5RL73	RBM48
Q9BQ04	RBM4B
Q9BWF3	RBM4
P52756	RBM5
Q9Y580	RBM7
P78332	RBM6
Q9Y5S9	RBM8A
P29558	RBMS1
Q15434	RBMS2
Q6XE24	RBMS3
Q9Y388	RBMX2
P38159	RBMX
Q9H1K0	RBSN
Q6VN20	RANBP10
Q9H2T7	RANBP17
Q15311	RALBP1
P49792	RANBP2
Q92804	TAF15
Q9UBG7	RBPJL
Q93062	RBPMS
Q6ZRY4	RBPMS2
Q9H477	RBKS
P25800	LMO1
Q9UBF6	RNF7
P0DJD3	RBMY1A1
A6NDE4	RBMY1B
P0DJD4	RBMY1C
P0C7P1	RBMY1D
A6NEQ0	RBMY1E
Q15415	RBMY1F
Q15415	RBMY1J
P06400	RB1
Q5TC82	RC3H1
Q9BUV8	RAB5IF
Q9HBD1	RC3H2
P53805	RCAN1
Q14206	RCAN2
Q9UKA8	RCAN3
O00559	EBAG9
O95199	RCBTB2
Q96I51	RCC1L
P18754	RCC1
Q9P258	RCC2
A6NED2	RCCD1
Q15293	RCN1
Q14257	RCN2
Q96D15	RCN3
Q8IZ40	RCOR2
Q9H4I0	RAD21L1
P54725	RAD23A
P54727	RAD23B
P0DJH9	RD3L
Q7Z3Z2	RD3
Q8IZV5	RDH10
Q8TC12	RDH11
Q96NR8	RDH12
Q8NBN7	RDH13
Q9HBH5	RDH14
O75452	RDH16
Q92781	RDH5
Q8N3Y7	SDR16C5
Q9NYR8	RDH8
Q8NG50	RDM1
P61574	HERVK_113
Q7Z4M0	REC114
P61576	HERV-K104
P61578	ERVK-16
P61572	ERVK-19
P61571	ERVK-21
Q69383	ERVK-6
O95072	REC8
P61573	ERVK-9
P25705	ATP5F1A
Q5T5F5	ADAMTSL4-AS1
Q9NPC4	A4GALT
Q9UNA3	A4GNT
P05067	APP
Q96GX2	ATXN7L3B
P29275	ADORA2B
P0DMS8	ADORA3
Q9NS82	SLC7A10
P22760	AADAC
Q15758	SLC1A5
Q86V21	AACS
P01011	SERPINA3
Q6PD74	AAGAB
Q2M2I8	AAK1
P61575	ERVK-8
O95980	RECK
P46063	RECQL
O94762	RECQL5
O94761	RECQL4
P78563	ADARB1
Q9NS39	ADARB2
Q13123	IK
Q9BRK0	REEP2
Q9H902	REEP1
Q6NUK4	REEP3
Q9H6H4	REEP4
Q00765	REEP5
Q96HR9	REEP6
P05451	REG1A
P48304	REG1B
Q06141	REG3A
Q6UW15	REG3G
Q9BYZ8	REG4
P04808	RLN1
P04090	RLN2
Q8WXF3	RLN3
Q01201	RELB
A0A1B0GV85	REELD1
Q9P260	RELCH
Q8IUW5	RELL1
Q8NC24	RELL2
Q04864	REL
O75628	REM1
Q8IYK8	REM2
Q9H1J1	UPF3A
Q9BZI7	UPF3B
P51606	RENBP
P00797	REN
O75787	ATP6AP2
Q92900	UPF1
Q9HAU5	UPF2
Q6BDI9	REP15
Q9BWE0	REPIN1
Q96D71	REPS1
Q8NFH8	REPS2
Q92785	DPF2
O15258	RER1
Q9H628	RERGL
Q96A58	RERG
Q9P2R6	RERE
Q5W5W9	RESP18
Q9HCM1	RESF1
Q13127	REST
P10745	RBP3
P02753	RBP4
Q9BQ08	RETNLB
Q9HD89	RETN
Q8NC44	RETREG2
Q86VR2	RETREG3
Q9H6L5	RETREG1
Q6NUM9	RETSAT
P07949	RET
Q9UBZ9	REV1
O60673	REV3L
Q96EN9	REX1BD
Q8N1G1	REXO1
Q9GZR2	REXO4
Q96IC2	REXO5
Q9UGC7	MTRF1L
O75570	MTRF1
P35244	RPA3
Q13156	RPA4
F8VTS6	RFPL4AL1
P35251	RFC1
P35250	RFC2
Q8TAC1	RFESD
Q8WZ73	RFFL
Q7L804	RAB11FIP2
Q6WKZ4	RAB11FIP1
Q86YS3	RAB11FIP4
O75154	RAB11FIP3
P0C7P2	RFPL3S
Q6ZTI6	RFLNA
Q9BXF6	RAB11FIP5
Q8N5W9	RFLNB
Q9Y644	RFNG
Q9NWB1	RBFOX1
O43251	RBFOX2
A6NFN3	RBFOX3
O75677	RFPL1
O75678	RFPL2
O75679	RFPL3
A6NLU0	RFPL4A
Q96AA3	RFT1
Q14699	RFTN1
Q52LD8	RFTN2
Q6PCD5	RFWD3
P22670	RFX1
P48378	RFX2
P48380	RFX3
Q33E94	RFX4
P48382	RFX5
Q6ZV50	RFX8
O00287	RFXAP
Q8HWS3	RFX6
O14593	RFXANK
Q2KHR2	RFX7
Q9H0H5	RACGAP1
Q9H4X1	RGCC
Q8IZJ4	RGL4
Q8N9B8	RASGEF1A
Q0VAM2	RASGEF1B
Q8N431	RASGEF1C
Q9NZL6	RGL1
Q3MIN7	RGL3
O15211	RGL2
Q96B86	RGMA
Q6NW40	RGMB
Q6ZVN8	HJV
Q92546	RGP1
Q6GYQ0	RALGAPA1
Q2PPJ7	RALGAPA2
P0DJD0	RGPD1
P0DJD1	RGPD2
A6NKT7	RGPD3
Q99666	RGPD5
Q99666	RGPD6
Q86X27	RALGPS2
Q7Z3J3	RGPD4
O14715	RGPD8
Q5JS13	RALGPS1
Q13972	RASGRF1
O14827	RASGRF2
P47804	RGR
O43665	RGS10
O94810	RGS11
O14924	RGS12
O43566	RGS14
O15492	RGS16
Q9UGC6	RGS17
Q9NS28	RGS18
P49795	RGS19
Q08116	RGS1
Q2M5E4	RGS21
O76081	RGS20
P41220	RGS2
Q8NE09	RGS22
P49796	RGS3
O15539	RGS5
P49758	RGS6
P49802	RGS7
P57771	RGS8
O75916	RGS9
A5PLK6	RGSL1
Q9BWJ2	RHPN1-AS1
Q6NTF9	RHBDD2
Q9Y3P4	RHBDD3
Q9H310	RHBG
O75783	RHBDL1
Q9NX52	RHBDL2
P58872	RHBDL3
Q8TEB9	RHBDD1
O94844	RHOBTB1
Q9BYZ6	RHOBTB2
O94955	RHOBTB3
P18577	RHCE
Q96CC6	RHBDF1
Q02161	RHD
Q15382	RHEB
Q6PJF5	RHBDF2
Q96D21	RASD2
Q6ZWK4	RHEX
P0C7M4	RHOXF2B
O43182	ARHGAP6
P98171	ARHGAP4
Q13017	ARHGAP5
P85298	ARHGAP8
Q96QB1	DLC1
Q9BRR9	ARHGAP9
A1A4S6	ARHGAP10
Q8IWW6	ARHGAP12
Q68EM7	ARHGAP17
Q8N392	ARHGAP18
Q53QZ3	ARHGAP15
Q14CB8	ARHGAP19
Q9P2F6	ARHGAP20
Q7Z5H3	ARHGAP22
Q8N264	ARHGAP24
Q9P227	ARHGAP23
Q5T5U3	ARHGAP21
P42331	ARHGAP25
Q9UNA1	ARHGAP26
Q6ZUM4	ARHGAP27
Q9P2N2	ARHGAP28
Q52LW3	ARHGAP29
Q7Z6I6	ARHGAP30
Q2M1Z3	ARHGAP31
A7KAX9	ARHGAP32
O14559	ARHGAP33
Q6ZRI8	ARHGAP36
Q9NRY4	ARHGAP35
Q9C0H5	ARHGAP39
Q5TG30	ARHGAP40
A6NI28	ARHGAP42
Q17R89	ARHGAP44
Q3KRB8	ARHGAP11B
Q6P4F7	ARHGAP11A
Q9BSD3	RHNO1
A8MT19	RHPN2P1
P62745	RHOB
O00212	RHOD
Q9HBH0	RHOF
Q15669	RHOH
Q9H4E5	RHOJ
P17081	RHOQ
Q7L0Q8	RHOU
Q96L33	RHOV
Q8TCX5	RHPN1
Q8IUC4	RHPN2
Q8NHV9	RHOXF1
Q9BQY4	RHOXF2
A6NNX1	RIIAD1
Q8N443	RIBC1
Q9H4K1	RIBC2
Q4ADV7	RIC1
Q7Z5B4	RIC3
Q9NPQ8	RIC8A
Q9NVN3	RIC8B
P52758	RIDA
Q6R327	RICTOR
Q5UIP0	RIF1
Q13278	RIG
Q96NA2	RILP
Q9UFD9	RIMBP3
A6NJZ7	RIMBP3C
O95153	TSPOAP1
A6NNM3	RIMBP3B
O15034	RIMBP2
Q8IXN7	RIMKLA
Q9ULI2	RIMKLB
Q86UR5	RIMS1
Q9UJD0	RIMS3
Q9UQ26	RIMS2
Q9H426	RIMS4
Q13671	RIN1
Q8WYP3	RIN2
Q8TB24	RIN3
Q06587	RING1
Q99496	RNF2
Q6ZS11	RINL
Q6NUQ1	RINT1
Q9BRS2	RIOK1
Q9BVS4	RIOK2
O14730	RIOK3
Q9H6W3	RIOX1
Q8IUF8	RIOX2
Q13546	RIPK1
O43353	RIPK2
Q9Y572	RIPK3
P57078	RIPK4
Q5EBL4	RILPL1
Q969X0	RILPL2
Q0D2K3	RIPPLY1
Q5TAB7	RIPPLY2
Q6ZS17	RIPOR1
Q9Y4F9	RIPOR2
Q96MK2	RIPOR3
Q86UA6	RPAIN
Q7LG56	RRM2B
P31350	RRM2
P06576	ATP5F1B
Q9HB40	SCPEP1
Q92963	RIT1
Q99578	RIT2
Q96K30	RITA1
P27635	RPL10
P62913	RPL11
P30050	RPL12
P26373	RPL13
P30049	ATP5F1D
P50914	RPL14
Q07020	RPL18
P84098	RPL19
O76021	RSL1D1
P46778	RPL21
Q6P5R6	RPL22L1
P35268	RPL22
P62750	RPL23A
P62829	RPL23
P83731	RPL24
Q9UNX3	RPL26L1
P61254	RPL26
P46776	RPL27A
P46779	RPL28
P47914	RPL29
P62888	RPL30
P62899	RPL31
Q5TC12	ATPAF1
Q8N5M1	ATPAF2
P62910	RPL32
P49207	RPL34
P83881	RPL36A
Q969Q0	RPL36AL
Q9Y3U8	RPL36
P61513	RPL37A
A6NKH3	RPL37AP8
P61927	RPL37
Q96EH5	RPL39L
P62891	RPL39
Q92901	RPL3L
Q9NSD7	RXFP3
Q8TDU9	RXFP4
P39023	RPL3
P62945	RPL41
P36578	RPL4
P46777	RPL5
Q02878	RPL6
P62424	RPL7A
Q6DKI1	RPL7L1
P18124	RPL7
P62917	RPL8
Q8NHW5	RPLP0P6
P05388	RPLP0
P05387	RPLP2
Q86X10	RALGAPB
Q13129	RLF
P36542	ATP5F1C
Q9BYD6	MRPL1
Q5T653	MRPL2
P09001	MRPL3
Q9BYD3	MRPL4
Q7Z7H8	MRPL10
Q9Y3B7	MRPL11
P52815	MRPL12
Q9BYD1	MRPL13
Q9P015	MRPL15
Q9NX20	MRPL16
Q9NRX2	MRPL17
Q9H0U6	MRPL18
P49406	MRPL19
Q9BYC9	MRPL20
Q7Z2W9	MRPL21
Q16540	MRPL23
Q96A35	MRPL24
Q9P0M9	MRPL27
Q13084	MRPL28
Q8TCC3	MRPL30
O75394	MRPL33
Q9BYC8	MRPL32
Q9BQ48	MRPL34
Q9P0J6	MRPL36
Q9BZE1	MRPL37
Q96DV4	MRPL38
Q9NYK5	MRPL39
Q9NQ50	MRPL40
Q8IXM3	MRPL41
Q9Y6G3	MRPL42
Q8N983	MRPL43
Q9H9J2	MRPL44
Q9BRJ2	MRPL45
Q9H2W6	MRPL46
Q9HD33	MRPL47
Q96GC5	MRPL48
Q13405	MRPL49
Q8N5N7	MRPL50
Q86TS9	MRPL52
Q96EL3	MRPL53
Q7Z7F7	MRPL55
Q6P161	MRPL54
Q96DB5	RMDN1
Q96LZ7	RMDN2
Q96TC7	RMDN3
Q9H871	RMND5A
Q96G75	RMND5B
Q9H9A7	RMI1
Q9NWS8	RMND1
O94763	URI1
Q96E39	RBMXL1
O75526	RBMXL2
O00237	RNF103
Q8N7X1	RBMXL3
Q6ZNA4	RNF111
Q9ULX5	RNF112
Q9Y508	RNF114
Q9Y4L5	RNF115
Q9H920	RNF121
Q9H9V4	RNF122
Q5XPI4	RNF123
Q9BV68	RNF126
Q8TEB7	RNF128
Q8WVZ7	RNF133
Q8IUD6	RNF135
Q8WVD3	RNF138
Q8WU17	RNF139
Q8WVD5	RNF141
Q96MT1	RNF145
Q9NTX7	RNF146
Q8N7C7	RNF148
Q8NC42	RNF149
Q9ULK6	RNF150
Q8N8N0	RNF152
Q2KHN1	RNF151
Q6ZSG1	RNF165
Q96A37	RNF166
Q96PX1	RNF157
Q9H6Y7	RNF167
Q8IYW5	RNF168
Q96K19	RNF170
Q8NCN4	RNF169
Q8N4F7	RNF175
Q86T96	RNF180
Q9P0P0	RNF181
Q8N6D2	RNF182
Q96D59	RNF183
Q96GF1	RNF185
Q9NXI6	RNF186
Q5TA31	RNF187
Q9NV58	RNF19A
Q6ZMZ0	RNF19B
Q9H0X6	RNF208
Q6ZRF8	RNF207
Q495C1	RNF212
Q8ND24	RNF214
Q9Y6U7	RNF215
Q9NWF9	RNF216
Q8TC41	RNF217
Q5VTB9	RNF220
A6NCQ9	RNF222
E7ERA6	RNF223
P0DH78	RNF224
A6NIN4	RNF227
M0QZC1	RNF225
A6NIE6	RRN3P2
Q05823	RNASEL
P07998	RNASE1
P34096	RNASE4
Q93091	RNASE6
Q9H1E1	RNASE7
Q8TDE3	RNASE8
P60153	RNASE9
Q86VV4	RANBP3L
O60518	RANBP6
Q9NRR4	DROSHA
Q92730	RND1
P52198	RND2
P61587	RND3
Q8N5U6	RNF10
Q9Y3C5	RNF11
Q9NVW2	RLIM
O43567	RNF13
Q9Y225	RNF24
Q9UBS8	RNF14
Q9BXT8	RNF17
Q9BY78	RNF26
Q96BH1	RNF25
Q9H0A6	RNF32
Q969K3	RNF34
Q96EP0	RNF31
O94941	UBOX5
Q9H2S5	RNF39
Q9H0F5	RNF38
Q68DV7	RNF43
Q7L0R7	RNF44
P78317	RNF4
Q99942	RNF5
Q9Y252	RNF6
O76064	RNF8
Q5M7Z0	RNFT1
Q96EX2	RNFT2
O60930	RNASEH1
Q5TBB1	RNASEH2B
Q8TDP1	RNASEH2C
Q6P5S7	RNASEK
Q96LT9	RNPC3
Q15287	RNPS1
Q9HAU8	RNPEPL1
Q5GAN6	RNASE10
Q8TAA1	RNASE11
Q5GAN4	RNASE12
Q5GAN3	RNASE13
O00584	RNASET2
Q9BQ52	ELAC2
P19474	TRIM21
Q13151	HNRNPA0
P09651	HNRNPA1
P22626	HNRNPA2B1
P51991	HNRNPA3
Q99729	HNRNPAB
Q9HCK4	ROBO2
Q9Y6N7	ROBO1
Q96MS0	ROBO3
Q8WZ75	ROBO4
Q13464	ROCK1
O75116	ROCK2
Q03395	ROM1
P60602	ROMO1
Q9HAT0	ROPN1
Q9BZX4	ROPN1B
Q04912	MST1R
Q96C74	ROPN1L
Q01973	ROR1
P35398	RORA
P51449	RORC
Q92753	RORB
Q01974	ROR2
P08922	ROS1
Q8IWN7	RP1L1
P56715	RP1
Q8N5L8	RPP25L
Q9Y2J0	RPH3A
Q8TA86	RP9
Q9P1U0	POLR1H
O95602	POLR1A
O15446	POLR1G
Q9H9Y6	POLR1B
Q3B726	POLR1F
Q9GZS1	POLR1E
P61218	POLR2F
P53803	POLR2K
P62875	POLR2L
O15160	POLR1C
P0DPB6	POLR1D
Q9BWH6	RPAP1
Q8IXW5	RPAP2
Q9H6T3	RPAP3
P52435	POLR2J
Q9GZM3	POLR2J2
Q9H1A7	POLR2J3
P24928	POLR2A
P30876	POLR2B
P19387	POLR2C
P36954	POLR2I
Q9Y2Y1	POLR3K
O14802	POLR3A
P0DPB5	POLR1D
Q9NW08	POLR3B
Q9BUI4	POLR3C
P05423	POLR3D
Q9NVU0	POLR3E
Q9BT43	POLR3GL
O15318	POLR3G
Q9Y535	POLR3H
O75575	CRCP
Q9H9Y2	RPF1
Q9H7B2	RPF2
Q13905	RAPGEF1
O95398	RAPGEF3
Q9Y4G8	RAPGEF2
Q92565	RAPGEF5
Q9UHV5	RAPGEFL1
Q8WZA2	RAPGEF4
Q8TEU7	RAPGEF6
P47736	RAP1GAP
Q684P5	RAP1GAP2
Q96KN7	RPGRIP1
Q92834	RPGR
Q9UNE2	RPH3AL
P49247	RPIA
Q9Y6S9	RPS6KL1
P04843	RPN1
P04844	RPN2
P56134	ATP5MF
Q9Y478	PRKAB1
O43741	PRKAB2
Q9UGJ0	PRKAG2
Q9UGI9	PRKAG3
Q13685	AAMP
Q13131	PRKAA1
P54646	PRKAA2
Q9Y312	AAR2
Q4LEZ3	AARD
P86434	ADORA2A-AS1
Q9UDR5	AASS
Q8NHS2	GOT1L1
P17174	GOT1
Q9NY61	AATF
P00505	GOT2
Q7Z5M8	ABHD12B
Q96GS6	ABHD17A
Q5VST6	ABHD17B
Q6PCB6	ABHD17C
Q7Z5R6	APBB1IP
O00411	POLRMT
O95059	RPP14
Q9H633	RPP21
Q9BUL9	RPP25
P78346	RPP30
O75818	RPP40
Q96P16	RPRD1A
Q9NQG5	RPRD1B
Q8N4K4	RPRML
Q9NS64	RPRM
Q5VT52	RPRD2
Q6XPR3	RPTN
Q8N122	RPTOR
Q96IX5	ATP5MK
P48047	ATP5PO
Q6ZP68	ATP11AUN
Q6RW13	AGTRAP
Q8WXE1	ATRIP
Q5VV63	ATRNL1
O75882	ATRN
P46100	ATRX
Q13535	ATR
Q9H324	ADAMTS10
Q76LX8	ADAMTS13
Q8WXS8	ADAMTS14
Q8TE58	ADAMTS15
Q8TE57	ADAMTS16
Q8TE56	ADAMTS17
Q8TE60	ADAMTS18
Q8TE59	ADAMTS19
P58397	ADAMTS12
Q9UHI8	ADAMTS1
P59510	ADAMTS20
O95450	ADAMTS2
O15072	ADAMTS3
O75173	ADAMTS4
Q9UNA0	ADAMTS5
Q9UP79	ADAMTS8
Q9UKP5	ADAMTS6
Q9UKP4	ADAMTS7
Q9P2N4	ADAMTS9
P17735	TAT
Q9UBB4	ATXN10
P0C7T5	ATXN1L
P54253	ATXN1
Q8WWM7	ATXN2L
Q9H3M9	ATXN3L
Q99700	ATXN2
Q156A1	ATXN8
O15265	ATXN7
Q9H1Z8	ECRG4
Q13825	AUH
Q9H7T9	AUNIP
Q9Y679	AUP1
O14965	AURKA
Q96GD4	AURKB
Q9UQB9	AURKC
O75061	DNAJC6
Q8WXX7	AUTS2
Q7L523	RRAGA
Q5VZM2	RRAGB
Q9HB90	RRAGC
P62070	RRAS2
Q9NQL2	RRAGD
P10301	RRAS
Q9P2E9	RRBP1
Q92766	RREB1
Q969S9	GFM2
Q96E11	MRRF
Q5JTH9	RRP12
Q9Y3B9	RRP15
Q14684	RRP1B
P56182	RRP1
Q96EU6	RRP36
Q14690	PDCD11
Q9NSQ0	RRP7BP
O43159	RRP8
Q15050	RRS1
Q9NQ39	RPS10P5
P46783	RPS10
P62280	RPS11
P25398	RPS12
Q9NQS1	AVEN
O75366	AVIL
Q8NBF6	AVL9
Q5T686	AVPI1
P27037	ACVR2A
Q13705	ACVR2B
Q6E213	AWAT2
Q3ZCQ2	ANXA2R
Q5T1B0	AXDND1
O15169	AXIN1
Q9Y2T1	AXIN2
Q9H6S1	AZI2
Q96A70	AZIN2
P62277	RPS13
P62263	RPS14
P62841	RPS15
P62249	RPS16
P08708	RPS17
P62269	RPS18
Q92843	BCL2L2
Q9HD36	BCL2L10
O43521	BCL2L11
Q9HB09	BCL2L12
Q9BZR8	BCL2L14
Q9BXK5	BCL2L13
Q5TBC7	BCL2L15
P04920	SLC4A2
P48751	SLC4A3
P59052	B3GALT5-AS1
Q96Q91	SLC4A9
P02730	SLC4A1
Q9P2W7	B3GAT1
Q9NPZ5	B3GAT2
O94766	B3GAT3
O75752	B3GALNT1
Q8NCR0	B3GALNT2
Q6Y288	B3GLCT
Q9NY97	B3GNT2
Q9Y2A9	B3GNT3
Q9C0J1	B3GNT4
Q9BYG0	B3GNT5
Q6ZMB0	B3GNT6
Q8NFL0	B3GNT7
Q7Z7M8	B3GNT8
Q6UX72	B3GNT9
Q67FW5	B3GNTL1
Q9Y5Z6	B3GALT1
O43825	B3GALT2
O96024	B3GALT4
Q9Y2C3	B3GALT5
Q96L58	B3GALT6
P60866	RPS20
P62266	RPS23
P62847	RPS24
P62851	RPS25
P62854	RPS26
Q5JNZ5	RPS26P11
P62979	RPS27A
Q71UM5	RPS27L
P42677	RPS27
P62273	RPS29
P15880	RPS2
P61247	RPS3A
P23396	RPS3
P62701	RPS4X
P22090	RPS4Y1
Q8TD47	RPS4Y2
A8MXE2	B3GALT9
O43505	B4GAT1
Q8NHY0	B4GALNT2
Q00973	B4GALNT1
Q6L9W6	B4GALNT3
P15291	B4GALT1
Q76KP1	B4GALNT4
O60909	B4GALT2
O60512	B4GALT3
O60513	B4GALT4
O43286	B4GALT5
Q9UBX8	B4GALT6
Q9UBV7	B4GALT7
Q9UPM9	B9D1
Q8WXS3	BAALC
P0C853	BAALC-AS2
Q8WZ19	KCTD13
Q13829	TNFAIP1
Q9H3F6	KCTD10
P56817	BACE1
Q9Y5Z0	BACE2
O14867	BACH1
Q6ZUV0	ACOT7L
Q9BYV9	BACH2
O00154	ACOT7
Q92934	BAD
Q99933	BAG1
O95816	BAG2
O95817	BAG3
O95429	BAG4
P46379	BAG6
Q13072	BAGE
Q86Y30	BAGE2
Q86Y28	BAGE4
Q86Y29	BAGE3
Q86Y27	BAGE5
Q8TBE0	BAHD1
Q9P281	BAHCC1
Q9UQB8	BAIAP2
O94812	BAIAP3
Q6ZNE5	ATG14
Q16611	BAK1
Q13145	BAMBI
P46782	RPS5
P62753	RPS6
P62081	RPS7
P62241	RPS8
P46781	RPS9
Q9HA92	RSAD1
Q8WXG1	RSAD2
Q5VWQ0	RSBN1
Q6PCB5	RSBN1L
Q92681	RSC1A1
Q96T23	RSF1
Q8NDB2	BANK1
Q8N9N5	BANP
Q8IXM2	BAP18
Q92560	BAP1
Q9UHQ4	BCAP29
P51572	BCAP31
Q99728	BARD1
Q9BZE3	BARHL1
Q9NY43	BARHL2
Q9HBU1	BARX1
Q9UMQ3	BARX2
P35613	BSG
Q8N1L9	BATF2
Q9NR55	BATF3
Q16520	BATF
Q07812	BAX
Q9UIG0	BAZ1B
Q9NRL2	BAZ1A
Q9UIF9	BAZ2A
Q96PG8	BBC3
Q9UIF8	BAZ2B
Q9BXH1	BBC3
Q9BUW7	BBLN
Q8ND07	BBOF1
Q6ZW61	BBS12
Q9BXC9	BBS2
Q8TAM1	BBS10
Q8IWZ6	BBS7
Q8WY36	BBX
Q9H165	BCL11A
Q9C0K0	BCL11B
P50895	BCAM
P56945	BCAR1
Q6ZUJ8	PIK3AP1
O75363	BCAS1
O75815	BCAR3
Q8TDM0	BCAS4
Q9H6U6	BCAS3
P54687	BCAT1
O15382	BCAT2
Q5TD94	RSPH4A
Q9H0K4	RSPH6A
Q92737	RASL10A
Q96S79	RASL10B
Q6T310	RASL11A
Q9BPW5	RASL11B
P63162	SNRPN
Q9UHP6	RSPH14
Q8WYR4	RSPH1
Q86UC2	RSPH3
Q2MKA7	RSPO1
Q6UXX9	RSPO2
Q9BXY4	RSPO3
Q2I0M5	RSPO4
Q96DX4	RSPRY1
Q96IZ7	RSRC1
Q7L4I2	RSRC2
Q9BUV0	RSRP1
P08865	RPSA
Q15404	RSU1
Q9Y399	MRPS2
P82675	MRPS5
P82932	MRPS6
P82933	MRPS9
P82664	MRPS10
P82912	MRPS11
P82914	MRPS15
Q9Y3D3	MRPS16
Q9Y2R5	MRPS17
Q9NVS2	MRPS18A
Q9Y676	MRPS18B
Q9Y3D5	MRPS18C
P82921	MRPS21
P82650	MRPS22
Q9Y3D9	MRPS23
P82663	MRPS25
Q9BYN8	MRPS26
Q92552	MRPS27
Q9Y2Q9	MRPS28
P51398	DAP3
Q9NP92	MRPS30
Q92665	MRPS31
Q9Y291	MRPS33
P82930	MRPS34
P82673	MRPS35
P82909	MRPS36
Q8WWV3	RTN4IP1
Q9BQC6	MRPL57
Q9BSG5	RTBDN
Q9NZ71	RTEL1
Q92541	RTF1
Q9BY42	RTF2
Q8IZC4	RTKN2
Q9BST9	RTKN
A6NKG5	RTL1
Q8N8U3	RTL3
Q6ZR62	RTL4
Q6ICC9	RTL6
Q5HYW3	RTL5
Q9BWD3	RTL8A
Q17RB0	RTL8B
A6ZKI3	RTL8C
Q8NET4	RTL9
Q16799	RTN1
O75298	RTN2
Q9BZR6	RTN4R
O95197	RTN3
Q9NQC3	RTN4
P59025	RTP1
Q5QGT7	RTP2
Q9BQQ7	RTP3
Q96DX8	RTP4
Q14D33	RTP5
Q9Y224	RTRAF
Q86VV8	RTTN
